"場所ID","場所名稱","場所縣市","場所區域","場所地址","場所分類","場所類型","場所描述","AEDID","AED放置地點","AED地點描述","地點LAT","地點LNG","周一至周五起","周一至周五迄","周六起","周六迄","周日起","周日迄","開放使用時間備註","開放時間緊急連絡電話"
"11476","崑山科技大學","臺南市","永康區","臺南市永康區崑大路195號","學校、大型集會場所","大專院校","","26260","體育館一樓","體育館","22.994416","120.25151","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","06-2050354"
"9542","國巨股份有限公司-旗楠廠","高雄市","大社區","高雄市大社區旗楠路101-2號","其他","其他場所","","26273","行政大樓1樓(A區)","進門口櫃台旁","22.748395","120.347119","08:00:00","00:00:00","08:00:00","00:00:00","08:00:00","00:00:00","","07-9616999轉3521"
"18583","臺北市立圖書館景美分館","臺北市","文山區","臺北市文山區羅斯福路五段176巷50號2樓","大型休閒場所","圖書館","","26282","2樓出入門口","AED位於圖書館２樓進出口大門","25.003607","121.536345","08:30:00","21:00:00","08:30:00","21:00:00","09:00:00","17:00:00","周一開館時間同周日，早上9時至下午５時","29328457"
"11375","萬海航運股份有限公司高雄分公司","高雄市","新興區","高雄市新興區忠孝一路456號12樓","其他","其他場所","","26286","高雄巿忠孝一路456號12樓","七賢一路及忠孝一路交叉路口12樓","22.634532","120.306632","09:00:00","18:00:00","","","","","","07-2369636"
"20157","法務部矯正署臺中監獄附設培德醫院","臺中市","南屯區","臺中市南屯區培德路9號","其他","其他場所","","26287","住院部","住院部電擊器車上","24.13923696372","120.59574132484","","","","","","","","08:00"
"11476","崑山科技大學","臺南市","永康區","臺南市永康區崑大路195號","學校、大型集會場所","大專院校","","26292","雲青館南側樓梯下","雲青館","22.996757","120.252408","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","06-2050354"
"18539","臺北市立圖書館萬興分館","臺北市","文山區","臺北市文山區萬壽路27號4-5樓","大型休閒場所","圖書館","","26294","4樓圖書館","4樓入口右廁","24.988685","121.576501","","","08:30:00","21:00:00","09:00:00","17:00:00","週二至週六：8:30-21:00；
週日、週一：9:00-17:00。","2234-5501"
"18499","臺北市立圖書館萬芳民眾閱覽室","臺北市","文山區","臺北市文山區萬美街一段25號1樓","大型休閒場所","圖書館","AED設備已過保固，但耗材皆有定期更新，且能正常使用","26298","閱覽室一樓門口","閱覽室1樓入口右側","25.002215","121.569178","08:30:00","21:00:00","08:30:00","21:00:00","09:00:00","17:00:00","星期一與星期日相同，開館時間為09：00~17：00
每個月第一個星期四與國定假日休館","22305287#9"
"18584","臺北市立圖書館安康民眾閱覽室","臺北市","文山區","臺北市文山區興隆路4段105巷1號4樓","大型休閒場所","圖書館","臺北市立圖書館安康閱覽室成立於民國66年7月7日 位於安康社區內 為文山地區的第1所閱覽室。區內文教設施完善 閱覽室樓下是市立文山托兒所 對面有木柵游泳池 鄰近明道國小、中山、再興小學等多所學校 。","26300","4樓入口右側","4樓圖書館入口處","24.987525","121.560875","08:30:00","21:00:00","08:30:00","21:00:00","09:00:00","17:00:00","每個月第一個星期四及國定假日休館","02-29390180"
"9014","國泰嘉義中興大樓","嘉義市","西區","嘉義市西區中興路353號","其他","其他場所","","26303","大門入口左側","國泰中興大樓進門，於電梯左側","23.481559","120.431018","07:00:00","22:00:00","","","","","例假日及國定假日休息
","052330564"
"8504","國立臺灣海洋大學","基隆市","中正區","基隆市中正區北寧路2號","學校、大型集會場所","大專院校","","26342","國立臺灣海洋大學學生活動中心一樓衛保組門口","學務處衛保組門口","25.149966","121.780076","08:15:00","17:00:00","","","","","上班日依國立臺灣海洋大學行事曆","0224622192分機1072"
"9748","東北角及宜蘭海岸國家風景區管理處大里遊客中心","宜蘭縣","頭城鎮","宜蘭縣頭城鎮濱海路七段11號","觀光旅遊地區","國家級風景區","","26343","大里遊客中心","面對服務台右側","24.970355493743","121.92309959925","09:00:00","17:00:00","09:00:00","17:00:00","09:00:00","17:00:00","","039780727"
"8990","神達電腦股份有限公司","桃園市","龜山區","桃園市龜山區文化二路200號","其他","其他場所","","26345","A棟(藍屋頂)一樓大廳","A棟(藍屋頂)一樓大廳入門右手邊","25.047891","121.375484","07:30:00","19:30:00","00:00:00","00:00:00","00:00:00","00:00:00","","(03)328-9000分機7777"
"24343","國立中正大學","嘉義縣","民雄鄉","嘉義縣民雄鄉大學路一段168號","學校、大型集會場所","大專院校","","26353","大學部宿舍C棟管理員室","C棟管理員室一樓大廳","23.560152","120.468937","00:00:00","23:00:00","00:00:00","23:00:00","00:00:00","23:00:00","","05-2721114"
"24343","國立中正大學","嘉義縣","民雄鄉","嘉義縣民雄鄉大學路一段168號","學校、大型集會場所","大專院校","","26354","行政大樓","西棟一樓大廳","23.561956","120.474983","08:00:00","17:30:00","","","","","","05-2721114"
"12272","力坊體適能產業有限公司(忠孝復興)","臺北市","大安區","臺北市大安區忠孝東路三段203號2樓","學校、大型集會場所","健身房","","26362","進門口左手邊地上","進門口左手邊地上","25.04198","121.539119","10:00:00","21:00:00","10:00:00","21:00:00","11:00:00","17:00:00","","02-27739527"
"8516","嘉義縣竹崎鄉光華國民小學","嘉義縣","竹崎鄉","嘉義縣竹崎鄉光華村4鄰10號","學校、大型集會場所","國小","","26374","健康中心外側","健康中心門外側邊","23.472451","120.670019","08:00:00","08:00:00","08:00:00","08:00:00","08:00:00","08:00:00","全年無休","05-2561074"
"11214","元利盛精密機械股份有限公司","桃園市","蘆竹區","桃園市蘆竹區南山路三段17巷11號","其他","其他場所","","26383","警衛室","警衛室","25.076181","121.282385","08:00:00","18:00:00","","","","","","03-3249600 #161"
"8666","敬德護理之家","臺中市","西屯區","臺中市西屯區敬德街8號","其他","其他場所","","26386","1F警衛室旁","進入大門後，AED即在右手邊(公用電話旁)","24.19934","120.612097","","","","","","","暫未開放","04-24614546"
"8687","東部海岸國家風景區管理處-奇美泛舟休憩區","花蓮縣","瑞穗鄉","花蓮縣瑞穗鄉978花蓮縣瑞穗鄉2-10","觀光旅遊地區","國家級風景區","","26387","公廁","公廁入口靠牆處","23.490488","121.446564","08:30:00","17:30:00","08:30:00","17:30:00","08:30:00","17:30:00","","03-8875400"
"864","臺中市私立明道高級中學","臺中市","烏日區","臺中市烏日區中山路一段497號","學校、大型集會場所","高中職","","26388","本校明衡大樓1樓","明衡大樓一樓男廁外","24.104725512367","120.63442462704","07:30:00","18:00:00","","","","","非校園開放時間不予開放使用","04-23372101"
"11245","嘉義縣大林鎮平林國民小學","嘉義縣","大林鎮","嘉義縣大林鎮民權路80號","學校、大型集會場所","國小","","26390","健康中心","健康中心","23.599993","120.461484","08:00:00","17:00:00","","","","","","05-2650887"
"4473","嘉義縣大林鎮三和國民小學","嘉義縣","大林鎮","嘉義縣大林鎮中興路二段937號","學校、大型集會場所","國小","","26391","學務處旁","三和國小學務處旁","23.605953","120.487833","08:00:00","17:00:00","00:00:00","00:00:00","00:00:00","00:00:00","","05-2949120"
"8674","嘉義縣民雄鄉三興國民小學","嘉義縣","民雄鄉","嘉義縣民雄鄉三興村陳厝寮55號","學校、大型集會場所","國小","","26393","健康中心窗外","健康中心窗外","23.55768","120.481826","","","","","","","24小時開放","05-2720042"
"23222","嘉義縣番路鄉老人文康中心","嘉義縣","番路鄉","嘉義縣番路鄉嘉義縣番路鄉下坑村菜公店101號","其他","其他場所","","26396","嘉義縣番路鄉老人文康中心","嘉義縣番路鄉老人文康中心","23.464537553491","120.55405051357","","","","","","","","週一至週五 8:00~17:00"
"9312","嘉義縣大埔鄉大埔社區活動中心","嘉義縣","大埔鄉","嘉義縣大埔鄉大埔村大埔162之1號","其他","其他場所","","26397","嘉義縣大埔鄉大埔社區活動中心","嘉義縣大埔鄉大埔社區活動中心","23.298521","120.593536","08:00:00","17:00:00","","","","","","05-2521310"
"9300","嘉義縣中埔鄉立中埔幼兒園","嘉義縣","中埔鄉","嘉義縣中埔鄉隆興村5-6號","其他","其他場所","","26398","鄉立幼兒園","健康中心內","23.441036","120.539417","08:00:00","17:00:00","","","","","","2538588-12"
"8759","財團法人若竹兒教育基金會附設嘉義縣私立若竹兒智能發展中心","嘉義縣","民雄鄉","嘉義縣民雄鄉大崎村大丘園18-26號","其他","其他場所","","26399","機構大廳","放置大廳門口內側牆壁","23.529205","120.465468","08:00:00","17:00:00","09:00:00","16:00:00","09:00:00","16:00:00","","05-2209987"
"8234","嘉義縣布袋鎮立圖書館","嘉義縣","布袋鎮","嘉義縣布袋鎮光復里東安庄64號","大型休閒場所","圖書館","","26400","布袋鎮立圖書館1樓","圖書館共2層樓,AED安裝於使用率較高之1樓,方便有急需之民眾使用","23.376099","120.169879","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","星期一及國定例假日休息","05-3477265"
"9703","嘉義縣鹿草鄉松竹社區活動中心","嘉義縣","鹿草鄉","嘉義縣鹿草鄉松竹村68-2號","其他","其他場所","","26402","社區活動中心","社區居民集所，上課 活動 開會的空間","23.393652","120.290127","08:00:00","18:00:00","08:15:00","17:00:00","08:00:00","21:30:00","","0912757424"
"8662","財團法人國川美妙教育事務基金會","嘉義市","東區","嘉義市東區忠孝路151號2樓","其他","其他場所","","26403","2 樓","嘉義市忠孝路與民樂街口(市政府旁)","23.480722","120.454235","10:00:00","17:00:00","","","","","","10:00-17:00"
"9971","嘉義縣朴子市公所","嘉義縣","朴子市","嘉義縣朴子市竹圍里四維路1段551號","其他","其他場所","","26404","大門入口左側","大門入口左側","23.457533","120.245886","08:00:00","17:00:00","00:00:00","00:00:00","00:00:00","00:00:00","","05-3795102"
"8801","水頭社區發展協會","嘉義縣","水上鄉","嘉義縣水上鄉水頭村吳竹街25號","其他","其他場所","","26405","活動中心內左側","活動中心內左側","23.429503","120.405188","08:00:00","17:00:00","","","","","","052688823"
"8519","交通部觀光署茂林國家風景區管理處-十八羅漢山服務區","高雄市","六龜區","高雄市六龜區復興巷66號","觀光旅遊地區","國家級風景區","十八羅漢山服務區位於六龜區省道台27甲線約5K處，六龜區荖濃溪旁，茂林國家風景區管理處與林業及自然保育署合作，整建十八羅漢山遊客服務區，不僅建設賣店、公廁也新設地景橋梁聯結南側高臺地，以連結河川兩岸，","26409","十八羅漢山服務區","十八羅漢山服務區(省道台27甲線，位於新威到六龜公路的6個隧道中間)","22.950095","120.641835","08:30:00","17:00:00","08:30:00","17:30:00","08:30:00","17:30:00","十八羅漢山服務區位於六龜區省道台27甲線約5K處，六龜區荖濃溪旁，茂林國家風景區管理處與林務局合作，整建十八羅漢山遊客服務區，不僅建設賣店、公廁也新設地景橋梁聯結南側高臺地，以連結河川兩岸，提供遊客以","07-6893999"
"11176","璞滙社區管理委員會","臺中市","西屯區","臺中市西屯區市政北一路89號","其他","其他場所","","26410","一樓電梯處外","一樓電梯處外","24.158394","120.643134","08:00:00","18:00:00","","","","","","04-22519098"
"10192","台電塔山發電廠","金門縣","金城鎮","金門縣金城鎮金水里西海路一段2號","其他","其他場所","","26412","機電控制室","機電控制室","24.414316","118.282174","08:00:00","16:30:00","","","","","","082-323053#1303"
"24657","新北市鶯歌國民運動中心","新北市","鶯歌區","新北市鶯歌區館前路250號","學校、大型集會場所","健身中心","全越運動事業股份有限公司受託經營管理新北市鶯歌國民運動中心，本公司根據在各行政區設置運動中心規劃，期望透過升級硬體設備、創新場館智能、強化運動安全，打造最優質的運動環境，並透過推廣教育，促使潛在運動人","26417","一樓大門左側","一樓大門左側","24.951454418272","121.35758571186","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","因應政府宣布停班，本中心將不對外開放營業","02-86782677"
"8650","金湖鎮公所","金門縣","金湖鎮","金門縣金湖鎮金門縣金湖鎮林森路2號","其他","其他場所","","26418","金湖鎮公所","一進門後左手邊牆壁上","24.441464","118.417102","08:00:00","17:00:00","","","","","六日不開放","082332528"
"9411","最高行政法院","臺北市","中正區","臺北市中正區重慶南路1段126巷1號","學校、大型集會場所","法院","","26423","法院5樓","5樓川堂中間位置，靠近逃生門","25.037313","121.511829","06:30:00","22:00:00","06:30:00","22:00:00","06:30:00","22:00:00","","02-2311-3691#157"
"8776","水源地綠築山莊","嘉義市","東區","嘉義市東區嘉義市東區長竹里水源地35之96號","其他","其他場所","","26427","一樓走廊","綠築山莊進大門右邊第二戶一樓走廊","23.486529","120.476988","07:00:00","20:00:00","07:00:00","20:00:00","07:00:00","20:00:00","全天候","全天候"
"17606","香港商世界健身事業有限公司光復分公司","臺北市","大安區","臺北市大安區忠孝東路四段330號B1","學校、大型集會場所","健身房","","26428","健身中心B1","(教練櫃台旁)(飲水機旁)","25.041049","121.557385","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","","0287713555"
"8765","嘉義縣竹崎鄉中興國民小學","嘉義縣","竹崎鄉","嘉義縣竹崎鄉中和村石棹10-1號","學校、大型集會場所","國小","","26430","健康中心門口","永慶樓健康中心門口","23.477201","120.69711","00:00:00","00:00:00","00:00:00","00:00:00","00:00:00","00:00:00","","05-2561021"
"8795","香港商世界健身事業有限公司台北麗水分公司","臺北市","大安區","臺北市大安區麗水街18號1樓","學校、大型集會場所","健身房","","26431","健身中心B2","教練櫃檯旁","25.026158","121.542709","06:00:00","00:00:00","06:00:00","00:00:00","06:00:00","00:00:00","","02-23212333"
"9409","大來賞社區管理委員會","桃園市","桃園區","桃園市桃園區青田街206-1號","其他","其他場所","","26432","一樓大廳","進社區一樓大廳柱子前方","24.984201","121.306838","00:00:00","23:30:00","00:00:00","23:30:00","00:00:00","23:30:00","無 公休","03-2182665"
"10","南投縣政府","南投縣","南投市","南投縣南投市三和里中興路660號","其他","其他場所","","26438","1樓大廳前","1樓大廳前","23.902722085456","120.69053581022","08:00:00","17:00:00","00:00:00","","","","","049-2222106"
"8777","財團法人宜蘭縣私立神愛兒童之家","宜蘭縣","冬山鄉","宜蘭縣冬山鄉大埤二路189巷35號","其他","其他場所","","26442","大廳走廊","進入大廳右邊走廊","24.645155","121.729288","08:30:00","17:30:00","09:00:00","17:30:00","12:00:00","17:30:00","","03-9514652"
"8671","啟動健身中心","臺中市","北區","臺中市北區五權路375號11樓","學校、大型集會場所","健身房","","26444","啟動健身中心","大門進入後往右步行15公尺","24.152766","120.680657","11:00:00","22:00:00","11:00:00","22:00:00","11:00:00","22:00:00","","04-22069666"
"11768","高雄市私立旗美高級商工職業學校","高雄市","美濃區","高雄市美濃區中興路二段275號","學校、大型集會場所","高中職","","26450","高雄市私立旗美高級商工職業學校","學務處","22.884906","120.519513","08:00:00","16:00:00","","","","","","07-6812152"
"10520","名軒快樂家社區","桃園市","龜山區","桃園市龜山區文學路241號","其他","其他場所","","26473","大廳","進大門左側","25.00666","121.549858","00:00:00","00:00:00","00:00:00","00:00:00","00:00:00","00:00:00","24小時"," 03-3271936"
"21684","苗栗縣造橋鄉談文國民小學","苗栗縣","造橋鄉","苗栗縣造橋鄉談文村6鄰54號","學校、大型集會場所","國小","小學","26488","談文國小","掃具室前走廊(保全系統主機外)","24.652450589537","120.84969465112","08:00:00","16:00:00","","","","","小學","037-624044"
"21764","苗栗縣苑裡鎮致民國中","苗栗縣","苑裡鎮","苗栗縣苑裡鎮舊社里9鄰96-1號","學校、大型集會場所","國中","行政大樓1樓川堂閱讀小屋","26490","行政大樓1樓川堂閱讀小屋","行政大樓1樓川堂閱讀小屋","24.418709387784","120.68572055591","","","","","","","","037744788"
"10878","景福旅社","屏東縣","車城鄉","屏東縣車城鄉溫泉村溫泉路玉泉巷８號","大型公眾浴場或溫泉區","溫泉區","","26506","1樓大廳","1樓大廳","22.092999","120.747212","08:00:00","22:00:00","08:00:00","22:00:00","08:00:00","22:00:00","","08-8821310"
"8238","健身工廠同盟廠","高雄市","三民區","高雄市三民區同盟三路642號","其他","其他場所","","26510","健身工廠同盟廠2樓","教練部旁，有氧教室外","22.649691","120.287134","06:00:00","00:00:00","06:00:00","00:00:00","08:00:00","00:00:00","","07-3133888"
"11164","怡和醫院","新北市","中和區","新北市中和區連城路49號","其他","其他場所","","26514","進入門口右前方","進入門口右前方","25.00189","121.498525","08:00:00","18:00:00","","","","","","02-77288069#611"
"9434","華府DC社區管理委員會","桃園市","楊梅區","桃園市楊梅區永美路371巷12號","其他","其他場所","","26515","一樓管理中心旁","華府DC社區一樓管理中心旁","24.916148","121.181685","00:00:00","23:00:00","00:00:00","23:00:00","00:00:00","23:00:00","","034820354"
"9567","國泰內壢香榭新象社區管理委員會","桃園市","中壢區","桃園市中壢區富強西街70巷1號","其他","其他場所","","26516","社區管理中心","社區管理中心","24.970554","121.257674","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","03-4557644"
"8677","波爾管理顧問有限公司","臺北市","士林區","臺北市士林區大北路72號1樓","學校、大型集會場所","健身房","","26519","櫃台旁","櫃台旁","25.090228","121.525113","08:00:00","23:00:00","08:00:00","23:00:00","","","","02-2883-6680"
"6398","香港商世界健身事業有限公司宜蘭分公司","宜蘭縣","宜蘭市","宜蘭縣宜蘭市舊城東路50號5樓及6樓","學校、大型集會場所","健身房","","26520","26041 宜蘭縣宜蘭市舊城東路50號5樓","26041 宜蘭縣宜蘭市舊城東路50號5樓","24.757823622688","121.75661908613","06:00:00","23:59:00","06:00:00","23:59:00","06:00:00","23:59:00","","(03) 9369-333"
"573","國立花蓮高級商業職業學校","花蓮縣","花蓮市","花蓮縣花蓮市中山路418號","學校、大型集會場所","高中職","","26536","花蓮高商健康中心","人文館一樓","23.986488","121.602505","08:00:00","16:00:00","","","","","星期六日不開放","03-8312253"
"9870","聯華山莊社區","新竹縣","寶山鄉","新竹縣寶山鄉嵩翠路59巷3號","其他","其他場所","","26539","活動中心內","活動中心內","24.741558","120.993392","09:00:00","17:00:00","09:00:00","17:00:00","","","","03-5200385"
"17237","桃園市立楊梅高級中等學校","桃園市","楊梅區","桃園市楊梅區高獅路5號","學校、大型集會場所","高中職","","26540","司令台上","校園操場的司令台上方","24.921386","121.148215","08:00:00","17:00:00","00:00:00","00:00:00","","","","03-4789618"
"20850","CrossFit X Ray","高雄市","苓雅區","高雄市苓雅區苓雅區四維四路 176 號 1 樓","其他","其他場所","","26543","前櫃檯","前櫃檯","22.614816528128","120.29603992409","","","","","","","","07-269-6260"
"5880","臺中市大甲婦女福利服務中心","臺中市","大甲區","臺中市大甲區水源路169號","學校、大型集會場所","大專院校","","26553","臺中市大甲婦女福利服務中心","放置處一樓中庭前面","24.34111","120.62704","08:00:00","17:00:00","08:00:00","17:00:00","08:00:00","17:00:00","星期一及國定假日休館","0426762655"
"18967","達新壯股份有限公司(Hypercore超核心健身中心台北信義松仁館)","臺北市","信義區","臺北市信義區松仁路89號地下一樓","學校、大型集會場所","健身房","","26555","有氧器材區","門口旁","25.037165","121.568747","06:00:00","23:00:00","06:00:00","23:00:00","06:00:00","23:00:00","","02-23050700"
"8272","南港生技育成中心","臺北市","南港區","臺北市南港區園區街3號17樓","其他","其他場所","","26556","育成中心17樓電梯口旁","育成中心17樓電梯口旁","25.058486","121.611882","09:00:00","17:00:00","","","","","","02-77003800#5248"
"4943","諧動健康科技股份有限公司","臺北市","大安區","臺北市大安區信義路2段74號10樓","其他","其他場所","","26557","場館正門口","放置於場館門口右側","25.037401","121.518083","08:00:00","22:00:00","08:00:00","22:00:00","08:00:00","22:00:00","","23569462"
"20855","高美濕地遊客服務中心","臺中市","清水區","臺中市清水區臺中市清水區美堤街8號","觀光旅遊地區","地方政府主管風景區","　高美濕地不僅是中部生態教育天堂，近年也成為觀光旅遊的熱門景點，更是臺中市政府「海線雙星」濱海區亮點計畫的重點之一。

　　為避免大量人、車潮破壞當地景觀及生態，臺中市政府建設局耗時兩年多建置「高","26564","本中心服務台","置放於高美濕地遊客服務中心服務台內","24.305325684027","120.54764023175","09:00:00","18:00:00","09:00:00","18:00:00","09:00:00","18:00:00","","0426111566"
"9914","海洋委員會海巡署東南沙分署南沙指揮部","高雄市","旗津區","高雄市旗津區中興里18鄰南沙1號","其他","其他場所","","26574","指揮部大樓1樓值班","值班桌旁牆面","10.375766","114.364248","08:00:00","08:00:00","08:00:00","08:00:00","08:00:00","08:00:00","","07-2781001"
"9990","海洋委員會海巡署東南沙分署東沙指揮部","高雄市","旗津區","高雄市旗津區高雄市旗津區中興里18鄰東沙1號","其他","其他場所","","26575","東光指揮部岸巡第二中隊","值班台旁","20.699634","116.724718","08:00:00","08:00:00","08:00:00","08:00:00","08:00:00","08:00:00","","07-2771001"
"1840","南華大學","嘉義縣","大林鎮","嘉義縣大林鎮南華路一段55號","學校、大型集會場所","大專院校","","26604","中道樓一樓大廳","南華大學中道樓一樓大廳","23.569313","120.494306","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","05-2721001分機1119"
"8501","香港商世界健身事業有限公司黎明分公司","臺中市","南屯區","臺中市南屯區黎明路二段425號","學校、大型集會場所","健身房","","26636","2F重訓區","2樓手扶梯左手邊200公尺處","24.151936","120.634564","06:00:00","23:59:00","06:00:00","23:59:00","06:00:00","23:59:00","","04-2250-3322"
"19314","新北市永和國父紀念館","新北市","永和區","新北市永和區竹林路202號","其他","其他場所","國父紀念館位於永和區公所，為本區重要社教藝文展演場地，亦為民眾集會活動主要場所，可容納約800 名觀眾。","26637","一樓館內進門","國父紀念館一樓大廳內，面對國父銅像左側門內","25.009162","121.520357","09:00:00","17:00:00","09:00:00","17:00:00","","","國父紀念館位於永和區公所，為本區重要社教藝文展演場地，亦為民眾集會活動主要場所，可容納約800 名觀眾。","29231345"
"20781","慕谷健身房","高雄市","左營區","高雄市左營區新庄仔路395號","其他","其他場所","高雄市區健身房，唯一少數以分計費收費。
不需綁約、免手續費。","26639","廁所前方","慕谷健身房內，廁所前方","22.668748962547","120.31089043251","08:00:00","23:59:00","08:00:00","23:59:00","08:00:00","23:59:00","高雄市區健身房，唯一少數以分計費收費。
不需綁約、免手續費。","07-3454900"
"17515","國立臺灣師範大學公館校區(汀州路4段88號)","臺北市","文山區","臺北市文山區汀州路4段88號","學校、大型集會場所","大專院校","","26640","理學院大樓B棟1樓(健康中心門口)","公館校區理學院大樓B棟1樓(健康中心門口)","25.007989","121.536899","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","7734-6914"
"17562","臺中市豐原區戶政事務所","臺中市","豐原區","臺中市豐原區市政路4號","其他","其他場所","","26642","臺中市豐原區戶政事務所一樓南側櫃台後線","臺中市豐原區戶政事務所一樓南側櫃台後線","24.241249","120.71805","08:00:00","17:30:00","","","","","","(04)25221044"
"8774","臻琴社區管理委員會","桃園市","桃園區","桃園市桃園區逸林街136號1F","其他","其他場所","","26643","1樓大廳之社區管理中心","進入1樓社區大廳之管理中心內側","24.994466","121.287161","01:00:00","23:59:00","01:00:00","23:59:00","01:00:00","23:59:00","","03-3921265"
"25203","財團法人台灣基督長老教會宜蘭教會","宜蘭縣","宜蘭市","宜蘭縣宜蘭市新民路108號","其他","其他場所","1.國內及國外傳佈基督教義，舉辦各種演講、教義解說、教徒同工之訓練。
2.發揚宗教仁愛精神、促進國內外宗派交流、印行各種宗教書刊，淨化人心，改善社會風氣。
3.辦理社會關懷、慈善公益事業。
4.","26665","宜蘭長老教會葡萄園","葡萄園櫃台右前方，落地直立式鐵櫃，有明顯標誌AED。","24.757211147419","121.75549511973","08:00:00","16:00:00","","","","","1.國內及國外傳佈基督教義，舉辦各種演講、教義解說、教徒同工之訓練。
2.發揚宗教仁愛精神、促進國內外宗派交流、印行各種宗教書刊，淨化人心，改善社會風氣。
3.辦理社會關懷、慈善公益事業。
4.","開放時間：週一~週五 8:00-16:30，０３－９３５１８５１＃３５"
"3573","苗栗縣立三義高級中學","苗栗縣","三義鄉","苗栗縣三義鄉廣盛村廣盛122號","學校、大型集會場所","高中職","","26704","高中部穿堂","穿堂","24.4086","120.766603","07:00:00","17:00:00","","","","","","037-872015*117"
"21733","屏東縣立萬丹國民中學","屏東縣","萬丹鄉","屏東縣萬丹鄉萬丹路二段五號","學校、大型集會場所","國中","健康中心前走廊","26706","健康中心外走廊","健康中心外走廊","22.603452132271","120.48805270511","08:00:00","16:00:00","","","","","1.週六、日及例假日不開放使用。","8:00-16:00,(08)7772020"
"12564","台中萬楓酒店Fairfield by Marriott Taichung","臺中市","西屯區","臺中市西屯區環中路二段1155號","旅宿場所","旅館","","26709","大廳","大廳櫃台右側走道","24.182042","120.636215","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","全年開放","04-3606-5188"
"12771","台灣美光晶圓科技股份有限公司","桃園市","龜山區","桃園市龜山區復興三路667號","其他","其他場所","","26725","FAB11B( BAY706) 往FAB11A通道的始端","FAB11B( BAY706) 往FAB11A通道的始端","25.038231","121.37179","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","03-3272988轉3119"
"9543","綠藝心賞社區管理委員會","桃園市","中壢區","桃園市中壢區崁頂路1381號","其他","其他場所","","26728","一樓大廳管理中心前","一樓大廳管理中心前","24.951766","121.265747","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","03-2830225"
"9945","竹城橫綱社區","桃園市","桃園區","桃園市桃園區中埔一街88巷66號","其他","其他場所","","26729","一樓大廳管理中心前","一樓大廳管理中心前","25.013922","121.296939","00:00:00","23:59:00","00:00:00","23:59:00","00:00:00","23:59:00","","03-2161286"
"9424","桃大泰極社區","桃園市","八德區","桃園市八德區大智路121號","其他","其他場所","","26730","1樓大廳之管理中心","進社區1樓大廳左側之管理中心主任櫃台","24.964643","121.295791","00:00:00","23:00:00","00:00:00","23:00:00","00:00:00","23:00:00","","3670151"
"10304","高雄市茄萣區公所","高雄市","茄萣區","高雄市茄萣區濱海路四段27號","其他","其他場所","","26731","區公所1樓","區公所1樓入口處右邊牆壁","22.906701","120.182607","09:00:00","16:00:00","","","","","","07-6900001"
"25336","介壽村老人活動中心","連江縣","南竿鄉","連江縣南竿鄉介壽村156號","其他","其他場所","","26752","連江縣南竿鄉介壽村156號","一樓、電梯正對面","26.154547752237","119.95530930401","09:00:00","16:30:00","09:00:00","16:30:00","09:00:00","16:30:00","","083625022"
"3571","連江縣南竿鄉公所","連江縣","南竿鄉","連江縣南竿鄉清水村132號","其他","其他場所","","26753","連江縣南竿鄉公所","連江縣南竿鄉公所一樓大廳公告欄旁","26.147777","119.937915","08:00:00","18:00:00","08:00:00","18:00:00","08:00:00","18:00:00","","星期一至星期日"
"4235","連江縣南竿鄉殯儀館","連江縣","南竿鄉","連江縣南竿鄉福沃村144號","其他","其他場所","","26754","連江縣南竿鄉殯儀館","殯儀館禮廳後方","26.158724200454","119.94722567299","08:00:00","17:30:00","08:00:00","17:30:00","08:00:00","17:30:00","隨時開放","0836-22316#29"
"21026","Master fitness專業健身職人","臺北市","大安區","臺北市大安區信義路三段106號6樓","其他","其他場所","中小型健身空間，室內提供一對一私人教練課程使用。人流控管嚴謹單一時段不超過10人為主。","26778","台北市大安區信義路三段106號6樓","位於虹邦大樓6樓健身房內","25.033326663877","121.53843160586","08:00:00","21:00:00","08:00:00","21:00:00","12:00:00","17:00:00","","0919739880"
"10754","樹林體育園區網球場","新北市","樹林區","新北市樹林區水源街81號","大型休閒場所","運動場館(如小巨蛋)","","26782","樹林體育園區網球場","樹林體育園區網球場","24.980589","121.426091","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","初夕、初一不開放營運
春節初二至初五 營業時間為上午8點至下午5點
颱風天依新北市政府規定休館","0932200970"
